timestamp,height,latitude,longitude
2023/11/29 04:05:52.000,691.6596,12.90062,77.466769
2023/11/29 04:05:53.000,689.1231,12.90062,77.466769
2023/11/29 04:05:54.000,682.3093,12.900614,77.466758
2023/11/29 04:05:55.000,685.3542,12.900591,77.466721
2023/11/29 04:05:56.000,683.8406,12.900589,77.466717
2023/11/29 04:05:57.000,685.5898,12.900582,77.466706
2023/11/29 04:05:58.000,684.4936,12.900572,77.466688
2023/11/29 04:05:59.000,690.4833,12.900562,77.466672
2023/11/29 04:06:00.000,689.5020,12.900564,77.466676
2023/11/29 04:06:01.000,692.3434,12.900552,77.466654
2023/11/29 04:06:02.000,684.6603,12.900542,77.466638
2023/11/29 04:06:03.000,681.6383,12.900508,77.466581
2023/11/29 04:06:04.000,693.5300,12.900367,77.466615
2023/11/29 04:06:05.000,691.2806,12.900494,77.466557
2023/11/29 04:06:06.000,691.5721,12.900472,77.466521
2023/11/29 04:06:07.000,689.2782,12.900454,77.466491
2023/11/29 04:06:08.000,693.3979,12.900426,77.466444
2023/11/29 04:06:09.000,692.1608,12.900408,77.466413
2023/11/29 04:06:10.000,685.4679,12.900384,77.466373
2023/11/29 04:06:11.000,686.1706,12.900352,77.466319
2023/11/29 04:06:12.000,684.6873,12.900339,77.466297
2023/11/29 04:06:13.000,685.3605,12.900313,77.466254
2023/11/29 04:06:14.000,685.3426,12.900293,77.46622
2023/11/29 04:06:15.000,682.5997,12.90028,77.466198
2023/11/29 04:06:16.000,683.9616,12.900258,77.466161
2023/11/29 04:06:17.000,682.7587,12.900242,77.466135
2023/11/29 04:06:18.000,682.2076,12.900225,77.466107
2023/11/29 04:06:19.000,682.5719,12.900206,77.466074
2023/11/29 04:06:20.000,683.4671,12.900183,77.466035
2023/11/29 04:06:21.000,683.9516,12.900165,77.466005
2023/11/29 04:06:22.000,684.1421,12.900135,77.465961
2023/11/29 04:06:23.000,682.0186,12.90011,77.465924
2023/11/29 04:06:24.000,681.8049,12.90008,77.465881
2023/11/29 04:06:25.000,683.6436,12.900054,77.465842
2023/11/29 04:06:26.000,683.3407,12.900029,77.465807
2023/11/29 04:06:27.000,682.1629,12.899996,77.465758
2023/11/29 04:06:28.000,682.9671,12.899959,77.465705
2023/11/29 04:06:29.000,682.1815,12.899922,77.46565
2023/11/29 04:06:30.000,682.8388,12.899886,77.465597
2023/11/29 04:06:31.000,683.3284,12.899847,77.465541
2023/11/29 04:06:32.000,684.1114,12.89981,77.465487
2023/11/29 04:06:33.000,684.4194,12.899769,77.465427
2023/11/29 04:06:34.000,683.7740,12.899722,77.465358
2023/11/29 04:06:35.000,683.2429,12.899668,77.46528
2023/11/29 04:06:36.000,685.1265,12.899607,77.465191
2023/11/29 04:06:37.000,684.4065,12.899545,77.4651
2023/11/29 04:06:38.000,684.2063,12.899478,77.465002
2023/11/29 04:06:39.000,684.2544,12.89941,77.464903
2023/11/29 04:06:40.000,684.4713,12.899342,77.464803
2023/11/29 04:06:41.000,683.6561,12.89927,77.464698
2023/11/29 04:06:42.000,685.4945,12.899192,77.464585
2023/11/29 04:06:43.000,684.8714,12.899121,77.464481
2023/11/29 04:06:44.000,684.7022,12.899041,77.464365
2023/11/29 04:06:45.000,682.9223,12.898964,77.464252
2023/11/29 04:06:46.000,681.8934,12.89888,77.464128
2023/11/29 04:06:47.000,681.3595,12.898795,77.464004
2023/11/29 04:06:48.000,681.8728,12.898708,77.463876
2023/11/29 04:06:49.000,681.7144,12.898626,77.463756
2023/11/29 04:06:50.000,681.7681,12.898539,77.463628
2023/11/29 04:06:51.000,682.4643,12.898453,77.463503
2023/11/29 04:06:52.000,683.1433,12.898368,77.463369
2023/11/29 04:06:53.000,682.3614,12.898282,77.463231
2023/11/29 04:06:54.000,682.8944,12.898192,77.4631
2023/11/29 04:06:55.000,683.9505,12.898098,77.462961
2023/11/29 04:06:56.000,683.6874,12.898006,77.462826
2023/11/29 04:06:57.000,683.9941,12.897914,77.462691
2023/11/29 04:06:58.000,681.9073,12.897823,77.462557
2023/11/29 04:06:59.000,683.2747,12.897725,77.462414
2023/11/29 04:07:00.000,689.3919,12.897637,77.462285
2023/11/29 04:07:01.000,685.1041,12.897563,77.462176
2023/11/29 04:07:02.000,685.9899,12.897455,77.462018
2023/11/29 04:07:03.000,684.2925,12.897359,77.461889
2023/11/29 04:07:04.000,686.7017,12.897254,77.461753
2023/11/29 04:07:05.000,686.1162,12.897158,77.461642
2023/11/29 04:07:06.000,687.4727,12.897021,77.461546
2023/11/29 04:07:07.000,684.6351,12.896911,77.461434
2023/11/29 04:07:08.000,684.3039,12.896786,77.461308
2023/11/29 04:07:09.000,686.1066,12.896665,77.461201
2023/11/29 04:07:10.000,686.3683,12.896569,77.461063
2023/11/29 04:07:11.000,688.3997,12.896438,77.460985
2023/11/29 04:07:12.000,690.7192,12.896312,77.460856
2023/11/29 04:07:13.000,689.6542,12.896199,77.460769
2023/11/29 04:07:14.000,690.9033,12.896059,77.460661
2023/11/29 04:07:15.000,687.4138,12.895931,77.460562
2023/11/29 04:07:16.000,688.5293,12.895786,77.46045
2023/11/29 04:07:17.000,689.7039,12.895659,77.460353
2023/11/29 04:07:18.000,688.1874,12.895531,77.460254
2023/11/29 04:07:19.000,690.0924,12.895396,77.460151
2023/11/29 04:07:20.000,690.0277,12.895261,77.460046
2023/11/29 04:07:21.000,688.6749,12.89513,77.459945
2023/11/29 04:07:22.000,688.7299,12.894985,77.459833
2023/11/29 04:07:23.000,688.9182,12.894856,77.459734
2023/11/29 04:07:24.000,690.7213,12.894723,77.459631
2023/11/29 04:07:25.000,689.6736,12.894553,77.459552
2023/11/29 04:07:26.000,687.9413,12.894426,77.459453
2023/11/29 04:07:27.000,688.3643,12.89429,77.459347
2023/11/29 04:07:28.000,688.2525,12.894144,77.459235
2023/11/29 04:07:29.000,686.7403,12.894011,77.459134
2023/11/29 04:07:30.000,685.4724,12.893893,77.458992
2023/11/29 04:07:31.000,688.8271,12.893737,77.458931
2023/11/29 04:07:32.000,688.0464,12.893629,77.458789
2023/11/29 04:07:33.000,689.1461,12.893469,77.45873
2023/11/29 04:07:34.000,687.5099,12.893285,77.458592
2023/11/29 04:07:35.000,686.9031,12.893191,77.458451
2023/11/29 04:07:36.000,683.6981,12.89304,77.458335
2023/11/29 04:07:37.000,688.6447,12.892905,77.458214
2023/11/29 04:07:38.000,687.0838,12.892784,77.458096
2023/11/29 04:07:39.000,686.5730,12.892656,77.457962
2023/11/29 04:07:40.000,684.7670,12.892539,77.457831
2023/11/29 04:07:41.000,683.6754,12.892422,77.457688
2023/11/29 04:07:42.000,683.6679,12.89231,77.45754
2023/11/29 04:07:43.000,683.9851,12.892209,77.457382
2023/11/29 04:07:44.000,684.2388,12.892065,77.45723
2023/11/29 04:07:45.000,684.8039,12.891991,77.457033
2023/11/29 04:07:46.000,684.8212,12.89188,77.456854
2023/11/29 04:07:47.000,683.0629,12.891766,77.45667
2023/11/29 04:07:48.000,685.4079,12.891611,77.456502
2023/11/29 04:07:49.000,684.8909,12.891498,77.456315
2023/11/29 04:07:50.000,684.2568,12.891383,77.456131
2023/11/29 04:07:51.000,684.8812,12.891268,77.455948
2023/11/29 04:07:52.000,685.2632,12.891153,77.455766
2023/11/29 04:07:53.000,684.1676,12.891043,77.455589
2023/11/29 04:07:54.000,682.7009,12.890927,77.455417
2023/11/29 04:07:55.000,685.6139,12.890806,77.455247
2023/11/29 04:07:56.000,685.4835,12.890691,77.455086
2023/11/29 04:07:57.000,684.7413,12.890607,77.454906
2023/11/29 04:07:58.000,685.6977,12.890452,77.454765
2023/11/29 04:07:59.000,680.4423,12.890339,77.454619
2023/11/29 04:08:00.000,680.4866,12.890254,77.454435
2023/11/29 04:08:01.000,678.7755,12.890133,77.454279
2023/11/29 04:08:02.000,672.7380,12.890017,77.454129
2023/11/29 04:08:03.000,682.4132,12.889899,77.453978
2023/11/29 04:08:04.000,685.9234,12.889791,77.453839
2023/11/29 04:08:05.000,679.9080,12.889681,77.453698
2023/11/29 04:08:06.000,687.4213,12.889545,77.453525
2023/11/29 04:08:07.000,683.3139,12.889394,77.453345
2023/11/29 04:08:08.000,678.8288,12.889294,77.453235
2023/11/29 04:08:09.000,682.0489,12.889073,77.4531
2023/11/29 04:08:10.000,691.0129,12.888944,77.452899
2023/11/29 04:08:11.000,686.1754,12.888817,77.452795
2023/11/29 04:08:12.000,688.4355,12.888661,77.452671
2023/11/29 04:08:13.000,689.5636,12.888544,77.452578
2023/11/29 04:08:14.000,686.8947,12.888371,77.45244
2023/11/29 04:08:15.000,686.6899,12.88821,77.452311
2023/11/29 04:08:16.000,695.2488,12.888045,77.45218
2023/11/29 04:08:17.000,688.2192,12.887918,77.452079
2023/11/29 04:08:18.000,689.4862,12.887794,77.451979
2023/11/29 04:08:19.000,693.4518,12.887602,77.451827
2023/11/29 04:08:20.000,693.6554,12.887467,77.451719
2023/11/29 04:08:21.000,694.4051,12.887308,77.451592
2023/11/29 04:08:22.000,693.4589,12.887103,77.45148
2023/11/29 04:08:23.000,696.3670,12.886989,77.451389
2023/11/29 04:08:24.000,697.5440,12.886876,77.451298
2023/11/29 04:08:25.000,693.8361,12.886711,77.451116
2023/11/29 04:08:26.000,691.0237,12.886578,77.451011
2023/11/29 04:08:27.000,689.2098,12.886411,77.450877
2023/11/29 04:08:28.000,689.0568,12.88626,77.450757
2023/11/29 04:08:29.000,683.7281,12.886116,77.450642
2023/11/29 04:08:30.000,679.6520,12.88593,77.450545
2023/11/29 04:08:31.000,676.0058,12.885768,77.450413
