timestamp,height,latitude,longitude
2023/11/29 13:40:10.000,561.7284,12.575948,77.0188
2023/11/29 13:40:11.000,561.4496,12.575948,77.0188
2023/11/29 13:40:12.000,561.7996,12.575984,77.018884
2023/11/29 13:40:13.000,559.9873,12.576027,77.018981
2023/11/29 13:40:14.000,560.3594,12.576068,77.019076
2023/11/29 13:40:15.000,560.6864,12.576114,77.019181
2023/11/29 13:40:16.000,559.7483,12.576162,77.01929
2023/11/29 13:40:17.000,560.7548,12.57622,77.019422
2023/11/29 13:40:18.000,559.9391,12.576155,77.019606
2023/11/29 13:40:19.000,559.3993,12.57621,77.019736
2023/11/29 13:40:20.000,558.5621,12.576264,77.019866
2023/11/29 13:40:21.000,559.1100,12.576318,77.019997
2023/11/29 13:40:22.000,557.1738,12.576376,77.02014
2023/11/29 13:40:23.000,556.4352,12.576437,77.020287
2023/11/29 13:40:24.000,555.8183,12.576504,77.02045
2023/11/29 13:40:25.000,555.9782,12.576578,77.020634
2023/11/29 13:40:26.000,554.8458,12.576654,77.020821
2023/11/29 13:40:27.000,555.9670,12.576731,77.021011
2023/11/29 13:40:28.000,555.0977,12.576811,77.021204
2023/11/29 13:40:29.000,555.4991,12.576891,77.021398
2023/11/29 13:40:30.000,555.4082,12.576973,77.021599
2023/11/29 13:40:31.000,555.5841,12.577059,77.021807
2023/11/29 13:40:32.000,555.9587,12.577151,77.02203
2023/11/29 13:40:33.000,555.6871,12.577241,77.022248
2023/11/29 13:40:34.000,555.8458,12.577327,77.022458
2023/11/29 13:40:35.000,555.2849,12.577422,77.022685
2023/11/29 13:40:36.000,555.4944,12.577513,77.022905
2023/11/29 13:40:37.000,555.7079,12.577605,77.023127
2023/11/29 13:40:38.000,554.3354,12.577698,77.023354
2023/11/29 13:40:39.000,555.2740,12.577789,77.023575
2023/11/29 13:40:40.000,555.2909,12.577885,77.023807
2023/11/29 13:40:41.000,555.9531,12.57798,77.02404
2023/11/29 13:40:42.000,555.7377,12.578072,77.024282
2023/11/29 13:40:43.000,555.2496,12.578157,77.024525
2023/11/29 13:40:44.000,556.2572,12.578245,77.024778
