timestamp,height,latitude,longitude
2023/11/29 11:05:57.000,585.1622,12.546166,76.928373
2023/11/29 11:05:58.000,587.5172,12.546166,76.928373
2023/11/29 11:05:59.000,587.3532,12.546173,76.928452
2023/11/29 11:06:00.000,585.1633,12.546165,76.928526
2023/11/29 11:06:01.000,586.3106,12.546149,76.92861
2023/11/29 11:06:02.000,586.3490,12.546133,76.928699
2023/11/29 11:06:03.000,588.8510,12.546119,76.928787
2023/11/29 11:06:04.000,586.7769,12.546101,76.928898
2023/11/29 11:06:05.000,588.3459,12.546182,76.929033
2023/11/29 11:06:06.000,591.1218,12.546064,76.929126
2023/11/29 11:06:07.000,593.8801,12.546046,76.929233
2023/11/29 11:06:08.000,588.2057,12.546023,76.92937
2023/11/29 11:06:09.000,593.4778,12.546003,76.929488
2023/11/29 11:06:10.000,591.4284,12.545995,76.929624
2023/11/29 11:06:11.000,593.0111,12.545992,76.929719
2023/11/29 11:06:12.000,590.7048,12.545989,76.929797
2023/11/29 11:06:13.000,590.1629,12.545986,76.929868
2023/11/29 11:06:14.000,593.7614,12.546059,76.929934
2023/11/29 11:06:15.000,592.5373,12.545983,76.929949
2023/11/29 11:06:16.000,591.1231,12.545983,76.929974
2023/11/29 11:06:17.000,595.1389,12.545982,76.929999
2023/11/29 11:06:18.000,600.8061,12.545981,76.930017
2023/11/29 11:06:19.000,594.0881,12.545979,76.930071
2023/11/29 11:06:20.000,589.8528,12.545979,76.930086
2023/11/29 11:06:21.000,591.1598,12.545977,76.930146
2023/11/29 11:06:22.000,591.0389,12.545975,76.930211
2023/11/29 11:06:23.000,599.6524,12.545974,76.930265
2023/11/29 11:06:24.000,592.7742,12.545972,76.930301
2023/11/29 11:06:25.000,595.1724,12.545971,76.930352
2023/11/29 11:06:26.000,587.6104,12.54597,76.93037
2023/11/29 11:06:27.000,586.8007,12.54597,76.930382
2023/11/29 11:06:28.000,585.7967,12.545969,76.930412
2023/11/29 11:06:29.000,593.0200,12.545968,76.930451
2023/11/29 11:06:30.000,601.0323,12.545967,76.930501
2023/11/29 11:06:31.000,596.6256,12.545966,76.930536
2023/11/29 11:06:32.000,598.1568,12.545963,76.93063
2023/11/29 11:06:33.000,596.6166,12.54596,76.930711
2023/11/29 11:06:34.000,601.0946,12.545958,76.930801
2023/11/29 11:06:35.000,596.4284,12.545957,76.93084
2023/11/29 11:06:36.000,600.3731,12.545954,76.930932
2023/11/29 11:06:37.000,594.7184,12.545954,76.931036
2023/11/29 11:06:38.000,594.1301,12.545959,76.931159
2023/11/29 11:06:39.000,592.7484,12.545964,76.931284
2023/11/29 11:06:40.000,593.1253,12.545971,76.931407
2023/11/29 11:06:41.000,589.6335,12.54598,76.931526
2023/11/29 11:06:42.000,603.6565,12.545993,76.931667
2023/11/29 11:06:43.000,598.2106,12.546009,76.931789
2023/11/29 11:06:44.000,595.8517,12.546026,76.931912
2023/11/29 11:06:45.000,589.3478,12.546043,76.932021
2023/11/29 11:06:46.000,588.6837,12.546055,76.932097
2023/11/29 11:06:47.000,585.3856,12.546068,76.932173
2023/11/29 11:06:48.000,590.3940,12.546081,76.932248
2023/11/29 11:06:49.000,590.3199,12.54609,76.932304
2023/11/29 11:06:50.000,591.0980,12.546097,76.932339
2023/11/29 11:06:51.000,589.4900,12.5461,76.932354
2023/11/29 11:06:52.000,591.6666,12.546101,76.932359
2023/11/29 11:06:53.000,592.1184,12.5461,76.932356
2023/11/29 11:06:54.000,590.9052,12.546101,76.932359
2023/11/29 11:06:55.000,593.7084,12.546102,76.932364
2023/11/29 11:06:56.000,593.0153,12.546107,76.932386
2023/11/29 11:06:57.000,592.8837,12.546111,76.932404
2023/11/29 11:06:58.000,591.5888,12.546118,76.932436
2023/11/29 11:06:59.000,591.9460,12.546127,76.932476
2023/11/29 11:07:00.000,591.4113,12.546136,76.932516
2023/11/29 11:07:01.000,591.8996,12.546145,76.932554
2023/11/29 11:07:02.000,590.3633,12.546157,76.932607
2023/11/29 11:07:03.000,591.7205,12.546171,76.93267
2023/11/29 11:07:04.000,589.9418,12.546188,76.932745
2023/11/29 11:07:05.000,592.0371,12.546206,76.932826
2023/11/29 11:07:06.000,591.1589,12.546218,76.93291
2023/11/29 11:07:07.000,590.9592,12.546232,76.933002
2023/11/29 11:07:08.000,591.7837,12.546245,76.933091
2023/11/29 11:07:09.000,590.5263,12.546257,76.933177
2023/11/29 11:07:10.000,591.4570,12.54627,76.933265
2023/11/29 11:07:11.000,589.9831,12.546285,76.933363
2023/11/29 11:07:12.000,591.4802,12.546302,76.93346
2023/11/29 11:07:13.000,590.5065,12.546321,76.933571
2023/11/29 11:07:14.000,590.1246,12.546339,76.933674
2023/11/29 11:07:15.000,592.4059,12.546356,76.93377
2023/11/29 11:07:16.000,590.9089,12.54637,76.933853
2023/11/29 11:07:17.000,591.0195,12.546381,76.933914
2023/11/29 11:07:18.000,591.4400,12.54639,76.933963
2023/11/29 11:07:19.000,590.7797,12.546396,76.934
2023/11/29 11:07:20.000,590.8564,12.546402,76.934033
2023/11/29 11:07:21.000,591.2839,12.546404,76.934047
2023/11/29 11:07:22.000,591.3849,12.546407,76.934062
2023/11/29 11:07:23.000,590.0755,12.546408,76.934068
2023/11/29 11:07:24.000,594.6685,12.546408,76.934067
2023/11/29 11:07:25.000,591.8035,12.546408,76.934069
2023/11/29 11:07:26.000,592.5412,12.546407,76.934066
2023/11/29 11:07:27.000,591.4147,12.546408,76.934067
2023/11/29 11:07:28.000,590.4689,12.546407,76.934065
2023/11/29 11:07:29.000,589.6649,12.546406,76.93406
2023/11/29 11:07:30.000,592.5503,12.546403,76.934042
2023/11/29 11:07:31.000,589.8506,12.546533,76.933984
2023/11/29 11:07:32.000,589.6179,12.546525,76.933941
2023/11/29 11:07:33.000,590.7673,12.546517,76.933896
2023/11/29 11:07:34.000,589.8745,12.546509,76.933851
2023/11/29 11:07:35.000,590.0656,12.546499,76.933798
2023/11/29 11:07:36.000,590.1105,12.546487,76.933731
2023/11/29 11:07:37.000,589.0086,12.546471,76.933648
2023/11/29 11:07:38.000,589.9244,12.546456,76.933565
2023/11/29 11:07:39.000,588.2582,12.546441,76.93348
2023/11/29 11:07:40.000,589.4870,12.546423,76.933383
2023/11/29 11:07:41.000,589.9171,12.546404,76.933273
2023/11/29 11:07:42.000,591.3371,12.54638,76.933146
2023/11/29 11:07:43.000,591.8934,12.54635,76.933004
2023/11/29 11:07:44.000,591.9422,12.546321,76.932857
2023/11/29 11:07:45.000,592.5904,12.546297,76.932712
2023/11/29 11:07:46.000,592.5681,12.546273,76.932558
2023/11/29 11:07:47.000,592.0281,12.546247,76.932392
2023/11/29 11:07:48.000,592.8977,12.546218,76.93221
2023/11/29 11:07:49.000,591.3595,12.546189,76.932023
2023/11/29 11:07:50.000,591.2696,12.54616,76.931821
2023/11/29 11:07:51.000,594.8546,12.546151,76.931613
2023/11/29 11:07:52.000,595.2158,12.546141,76.931394
2023/11/29 11:07:53.000,595.6642,12.546131,76.931175
2023/11/29 11:07:54.000,595.9903,12.546121,76.930961
2023/11/29 11:07:55.000,596.2680,12.546112,76.930743
2023/11/29 11:07:56.000,597.5596,12.546101,76.930523
2023/11/29 11:07:57.000,598.0379,12.546091,76.930299
2023/11/29 11:07:58.000,596.2218,12.546129,76.930067
2023/11/29 11:07:59.000,595.6367,12.5461,76.929828
2023/11/29 11:08:00.000,596.3411,12.546131,76.929578
2023/11/29 11:08:01.000,596.4537,12.546167,76.929324
2023/11/29 11:08:02.000,597.0497,12.546209,76.929061
2023/11/29 11:08:03.000,598.0881,12.546264,76.928793
2023/11/29 11:08:04.000,598.5364,12.54632,76.928522
2023/11/29 11:08:05.000,596.5445,12.546378,76.928244
2023/11/29 11:08:06.000,597.2173,12.546446,76.927977
2023/11/29 11:08:07.000,597.1989,12.546517,76.927701
2023/11/29 11:08:08.000,596.9487,12.54659,76.927415
2023/11/29 11:08:09.000,596.3827,12.546665,76.927123
2023/11/29 11:08:10.000,598.7573,12.546743,76.92682
2023/11/29 11:08:11.000,595.3180,12.546818,76.926525
2023/11/29 11:08:12.000,596.1326,12.546891,76.926231
2023/11/29 11:08:13.000,596.1600,12.546961,76.925944
2023/11/29 11:08:14.000,594.7342,12.547028,76.925662
2023/11/29 11:08:15.000,592.6522,12.547094,76.925379
2023/11/29 11:08:16.000,593.2178,12.547159,76.925103
2023/11/29 11:08:17.000,593.8598,12.547222,76.924833
2023/11/29 11:08:18.000,591.2970,12.547284,76.924566
2023/11/29 11:08:19.000,592.8508,12.547326,76.924288
2023/11/29 11:08:20.000,590.1594,12.547366,76.924011
2023/11/29 11:08:21.000,587.9356,12.547403,76.923713
2023/11/29 11:08:22.000,588.7485,12.547441,76.923405
2023/11/29 11:08:23.000,586.4942,12.547517,76.92307
2023/11/29 11:08:24.000,585.0239,12.547466,76.922782
2023/11/29 11:08:25.000,585.6834,12.547462,76.922467
2023/11/29 11:08:26.000,584.4201,12.547426,76.922139
2023/11/29 11:08:27.000,581.6188,12.547391,76.921817
2023/11/29 11:08:28.000,581.6073,12.547318,76.921503
2023/11/29 11:08:29.000,581.3680,12.547244,76.921184
2023/11/29 11:08:30.000,582.2373,12.547169,76.920859
2023/11/29 11:08:31.000,579.9717,12.547079,76.920529
2023/11/29 11:08:32.000,580.2050,12.546983,76.920196
2023/11/29 11:08:33.000,580.3969,12.546887,76.919862
2023/11/29 11:08:34.000,580.4496,12.546789,76.91952
2023/11/29 11:08:35.000,580.6126,12.546691,76.919179
2023/11/29 11:08:36.000,579.1486,12.546596,76.91885
2023/11/29 11:08:37.000,580.6822,12.5465,76.918515
2023/11/29 11:08:38.000,580.3376,12.546413,76.9182
2023/11/29 11:08:39.000,583.4236,12.54633,76.917875
2023/11/29 11:08:40.000,582.4835,12.54625,76.917561
2023/11/29 11:08:41.000,581.4190,12.546173,76.917241
2023/11/29 11:08:42.000,581.5994,12.546107,76.916925
2023/11/29 11:08:43.000,582.0586,12.54604,76.916606
2023/11/29 11:08:44.000,581.4314,12.545969,76.916295
2023/11/29 11:08:45.000,579.9005,12.545896,76.915974
2023/11/29 11:08:46.000,579.2734,12.545853,76.91565
2023/11/29 11:08:47.000,578.0125,12.545807,76.915311
2023/11/29 11:08:48.000,577.8400,12.545764,76.914979
2023/11/29 11:08:49.000,577.3835,12.54572,76.91463
2023/11/29 11:08:50.000,575.6954,12.545677,76.914286
2023/11/29 11:08:51.000,575.1078,12.545639,76.913936
2023/11/29 11:08:52.000,575.8123,12.545602,76.91359
2023/11/29 11:08:53.000,575.5773,12.545566,76.913248
2023/11/29 11:08:54.000,574.2452,12.54553,76.912914
2023/11/29 11:08:55.000,574.9490,12.545494,76.912578
2023/11/29 11:08:56.000,574.1558,12.54546,76.912254
2023/11/29 11:08:57.000,574.2381,12.545426,76.911926
2023/11/29 11:08:58.000,574.7600,12.545393,76.911597
2023/11/29 11:08:59.000,574.7556,12.545359,76.911266
2023/11/29 11:09:00.000,575.0567,12.545324,76.910925
2023/11/29 11:09:01.000,574.1758,12.545289,76.910583
2023/11/29 11:09:02.000,573.7137,12.545254,76.910239
2023/11/29 11:09:03.000,574.0155,12.545219,76.909899
2023/11/29 11:09:04.000,573.9364,12.545184,76.909557
2023/11/29 11:09:05.000,573.2280,12.545147,76.909215
2023/11/29 11:09:06.000,573.2537,12.545109,76.908868
2023/11/29 11:09:07.000,573.8821,12.545071,76.908525
2023/11/29 11:09:08.000,574.0267,12.545033,76.908181
2023/11/29 11:09:09.000,573.6252,12.544996,76.907842
2023/11/29 11:09:10.000,573.2356,12.544959,76.907507
2023/11/29 11:09:11.000,574.8928,12.544922,76.907173
